RISM_ID,ID,200a_f
850794629,IT\ICCU\LO1\1362280,"Kussen will ich, ich will Kussen | A. Gentili"
850794630,IT\ICCU\LO1\1363028,Ballata | Musica di A. Gentili
850794631,IT\ICCU\UBO\3861662,Sonata seconda a quattro mani | del signor Costantino Frattesi
850794632,IT\ICCU\UBO\3861462,Sonata a pianforte con violino obligato N° 5 | di Costantino Frattesi
850794633,IT\ICCU\LO1\1362282,Rossane | Schoberlechner
850794634,IT\ICCU\UBO\3861431,Sonata a pianforte con violino obligato N° 4 | di Costantino Frattesi
850794635,IT\ICCU\LO1\1362269,Un bacio ancor... | traduzione e musica di A. Gentili
850794636,IT\ICCU\UBO\3863983,Concerto per Piano-Forte | del Sig.r J. L. Dussek
850794637,IT\ICCU\LO1\1363051,Biondo fantasma | Musica di A. Gentili
850794638,IT\ICCU\VEA\1035383,Groups for piano | Donald Scavarda
850794639,IT\ICCU\LO1\1357350,I Lombardi alla prima crociata | Giuseppe Verdi
850794640,IT\ICCU\UBO\3855020,Sinfonia dell'op.a Zampa di Herold per harmonium e pianoforte | riduzione di F. Bertocchi
850794641,IT\ICCU\VEA\1035373,Fives | Robert Ashley
850794642,IT\ICCU\VEA\1035352,Bulgarische Gesangue | Ivan Spassov
850794643,IT\ICCU\VEA\1035385,Matrix for clarinettist | Donald Scavarda.
850794644,IT\ICCU\VEA\1035301,"Trio for violi, viola and cello | by Arnold Schoenberg"
850794645,IT\ICCU\UBO\3854951,12 Variations pour le clavecin ou Piano Forte sur la danse russe dansée par m.lle Cassentini dans le ballet: das Waldmädchen | composèes par Louis van Beethoven
850794646,IT\ICCU\VEA\1035356,Interiors | Trevor Pearce
850794647,IT\ICCU\VEA\1035644,Warsawianka | English text by Steward Farrar
850794648,IT\ICCU\LO1\1357348,Ettore Fieramosca | Boucheron
850794649,IT\ICCU\LO1\1357352,La donna selvaggia | Carlo Coccia
850794650,IT\ICCU\UBO\3854695,"Sonatine, e valzer per una, ed anche per due chitarre opera XV | composte dal sig.r Ferdinando Carulli e stampate in Parigi"
850794651,IT\ICCU\UBO\3855069,La carità | coro di Gioac. Rossini ridotto per harmonium e piano da A. Bertocchi
850794652,IT\ICCU\UBO\3855030,La serenata | di Schubert
850794653,IT\ICCU\VEA\1035331,Musica diurna | Tomas Garrino
850794654,IT\ICCU\VEA\1035736,"Concerto for bassoon and lower strings | Gubajdulina, Sofija Asgatovna"
850794655,IT\ICCU\VEA\1035642,Song of the youth of Warsaw | Music by E. Olearszyk
850794656,IT\ICCU\UBO\3854181,"Melodia per flauto, violino e p.f.te | di A. Bertocchi"
850794657,IT\ICCU\UBO\3855133,Duo pour harpe et piano composé et dédié a mademoiselle Lise Mollier ouvre 25 | par F. J. Naderman
850794658,IT\ICCU\UBO\3855043,L'elogio alle lagrime | di Schubert
850794660,IT\ICCU\VEA\1035362,Meditabor | John Biggs
850794661,IT\ICCU\UBO\3855287,Casta diva cavatina di Bellini ridotta per arpa sola | da Lod. Spiga
850794662,IT\ICCU\UBO\3855079,Rimembranze dell'opera Norma per piano ed harmonium | di F. Bertocchi
850794664,IT\ICCU\VEA\1035639,Kukuleczka | English text by Steward Farrar.
850794665,IT\ICCU\UBO\3854233,Marcia per harmonium op. 15 | di A. Bertocchi
850794667,IT\ICCU\UBO\3854768,Tre sonate per chitarra francese composte e dedicate al suo amico A. M. Lemoine opera 21 1813 | da Ferdinando Carulli
850794668,IT\ICCU\VEA\1035338,Uberspielen | Ivan Spassov
850794669,IT\ICCU\VEA\1035329,Stille | Daniel Glaus
850794671,IT\ICCU\LO1\1363238,Chez nous | Musique de Alberto Gentili
850794672,IT\ICCU\LO1\1363031,Ballata | Alberto Gentili
850794673,IT\ICCU\LO1\1362998,Badighe ai veci! | parole e musica di A. Gentili
850794675,IT\ICCU\LO1\1363054,Biondo fantasma | Musica di A. Gentili
850794677,IT\ICCU\UBO\3865407,"Sei duetti Notturni a due soprani, col basso | P. Fiorani"
850794679,IT\ICCU\LO1\1363058,[Biondo Fantasma | Alberto Gentili]
850794680,IT\ICCU\UBO\3863648,Belisario recitativo e duetto Se vederla a me non lice | del sig. m.ro Gaetano Donizetti
850794683,IT\ICCU\LO1\1362988,Tre canzoni su antichi temi | A. Gentili
850794684,IT\ICCU\UBO\3863842,"Scena, ed aria finale nel Belisario | del sig.r Maestro cav. Donizetti"
850794685,IT\ICCU\UBO\3861385,Concerto a violoncello ob[bliga]to: per uso e divertimento del nobil uomo il sig. Antonio Rosa | fatto da Costantino Frattesi
850794686,IT\ICCU\UBO\3859532,Sonata per organo N° 4 | di Costantino Frattesi
850794687,IT\ICCU\UBO\3860032,Sonata per organo ad uso di Polacca N° 10 | di Costantino Frattesi
850794688,IT\ICCU\LO1\1362207,A la mia donna | A. Gentili
850794689,IT\ICCU\UBO\3859583,Sonata per organo in pastorale N° 6 | di Costantino Frattesi
850794691,IT\ICCU\UBO\3859768,Introd.ne Stabat di Rossini per arpa flauto Viol.llo Corno 1858 | di F. Bertocchi
850794692,IT\ICCU\LO1\1360934,"""Ah figlia incauta"" | di Donizetti"
850794693,IT\ICCU\UBO\3859607,Sonata per organo ad uso di marcia N° 8 | di Costantino Frattesi
850794696,IT\ICCU\LO1\1360919,Fantasia per arpa sopra motivi dell'opera Poliuto | di Donizetti
850794697,IT\ICCU\UBO\3860071,Sonata per organo N° 11 | di Costantino Frattesi
850794698,IT\ICCU\UBO\3859510,Sonata per organo N° 2 | di Costantino Frattesi
850794699,IT\ICCU\UBO\3860048,Sonata per organo N° 9 | di Costantino Frattesi
850794700,IT\ICCU\UBO\3859765,"Capriccio per flauto, corno, viol:llo ed arpa op. 38 | di F. Bertocchi"
850794702,IT\ICCU\UBO\3860290,Sinfonia concertata | di Costantino Frattesi
850794703,IT\ICCU\UBO\3860361,Solfeggi per uso e divertimento di sua eccelenza [!] la sig: marchesina Tarquinia Raffaelli | composti da Costantino Frattesi
850794704,IT\ICCU\UBO\3859781,Canto melodico per flauto e corno con accomp. d'arpa 1858 op. 34 | di F. Bertocchi
850794705,IT\ICCU\LO1\1360735,Souvenir des Operas Italichs | par Parish Alvars
850794707,IT\ICCU\UBO\3859505,Sonata per organo N° [1] | di Costantino Frattesi
850794708,IT\ICCU\UBO\3859763,"Divertimento per flauto corno, violoncello, ed arpa dedicato al signor Lodovico Spiga op 46 1861 | da Federico Bertocchi"
850794709,IT\ICCU\UBO\3859770,Pastorale per corno violoncello flauto e arpa 1857 op. 30 | [Federico Bertocchi]
850794710,IT\ICCU\LO1\1362262,[A la mia donna | Alberto Gentili]
850794711,IT\ICCU\UBO\3859589,Sonata per organo N° 7 | di Costantino Frattesi
850794712,IT\ICCU\UBO\3859563,Sonata per organo N° 5 | di Costantino Frattesi
850794713,IT\ICCU\UBO\3860170,Sonata per organo N° 12 | di Costantino Frattesi
850794715,IT\ICCU\UBO\3857531,Aria con strom.ti | del sig:re Cimarosa
850794716,IT\ICCU\UBO\3856045,Canzone nell'opera Marco Visconti op. 95. Ridotta per arpa sola | da F. Bertocchi
850794717,IT\ICCU\UBO\3856047,[Canzone nell'opera Marco Visconti op. 95. Ridotta per arpa sola | da F. Bertocchi]
850794719,IT\ICCU\LO1\1358830,Etude pour la harpe contenant cinquante exercises... | dediée a J. B. Cramer par N. Charles Bochsa
850794720,IT\ICCU\UBO\3855862,Rondò 1802 Resta in pace amato bene | Del sig.r Luigi Caruso
850794721,IT\ICCU\VEA\1035715,Miben Hisztek | [Lang Istvan
850794722,IT\ICCU\VEA\1035717,Kopogtatas Nelkul | [Lang Istvan
850794725,IT\ICCU\UBO\3855939,Sinfonia dei Capuleti e Montecchi | del Maestro Bellini
850794727,IT\ICCU\VEA\1035700,Paperoles | Fernando Grillo
850794728,IT\ICCU\LO1\1358843,Metodo per arpa | di C. Bochsa
850794729,IT\ICCU\VEA\1035635,Kawalidy | English text by Steward Farrar
850794730,IT\ICCU\UBO\3856363,Duetto Vaga fravola odorosa | del sig.re Domenico Cimarosa
850794731,IT\ICCU\UBO\3856035,Air variè pour la harpe | par Curce Marcucci
850794732,IT\ICCU\LO1\1359095,Metodo per arpa | di T. Labarre
850794733,IT\ICCU\UBO\3856598,Concerto a Pianforte con piena orchestra | di Costantino Frattesi
850794734,IT\ICCU\VEA\1035594,I am not yet born | Louis MacNeice
850794735,IT\ICCU\VEA\1036335,Musique pour 12 instruments | Andre Volkonsky
850794736,IT\ICCU\UBO\3855787,"Sonate per cembalo, pianoforte, ed organo | del sig. Salvatore Caruso M.ro Nap.o"
850794738,IT\ICCU\VEA\1036257,Suite per pianoforte | Carlo de Incontrera
850794739,IT\ICCU\VEA\1035692,Divertimento para nueve instrumentistas | Cesar Bolanos
850794742,IT\ICCU\UBO\3856044,Cavatina nell'opera Otello di Rossini | ridotta per arpa da F. Bertocchi
850794743,IT\ICCU\VEA\1035651,"Tonbandpart fur ""verschwunden"" | [Motz Wolfgang]"
850794745,IT\ICCU\UBO\3857601,"Fantasia p[er] Piano Forte composta, e dedicata a sua eminenza reverendissima il cardinale Giuseppe de Principi Albani segretario de’ Brevi, Legato di Bologna &&& | da Gaetano Corticelli"
850794746,IT\ICCU\UBO\3856323,Se fiato in corpo avete. Duetto cavato dal Matrimonio segreto recitato in Cingoli l’anno 1805 | musica del celebre Cimarosa
850794747,IT\ICCU\VEA\1035731,Quattro pezzi per violocello solo | Lajos Papp
850794749,IT\ICCU\VEA\1035603,Der Cornut | Rainer Maria Rilke
850794750,IT\ICCU\VEA\1035601,Landscapes | set to music by Gregg Smith
850794751,IT\ICCU\UBO\3856042,Assisa a piè d'un salice. Cavatina nell'opera Otello di G. rossini. Ridotti per arpa sola op. 93 | da F. Bertocchi
850794753,IT\ICCU\LO1\1358821,48 etudes enfantines pour la harpe | par F. Dizi
850794754,IT\ICCU\LO1\1359737,Fantasia per arpa e piano sul D. Carlo | del M. Cav. Giuseppe Verdi
850794755,IT\ICCU\NAP\0509335,Sei canzoni napoletane | poesia di Giuseppe Sorace
850794756,IT\ICCU\VEA\1035711,Kamara Kantata | Lang Istvan
850794758,IT\ICCU\UBO\3859380,Serenata a due violini N. [6]  | di Costantino Frattesi
850794759,IT\ICCU\UBO\3859359,Serenata a due violini N. [4]  | di Costantino Frattesi
850794760,IT\ICCU\UBO\3859373,Serenata a due violini N. [5]  | di Costantino Frattesi
850794761,IT\ICCU\UBO\3857559,Scena con duetto | del signor Domenico Cimarosa
850794763,IT\ICCU\LO1\1360268,Romanza nell'Otello | da N. C. Bochsa
850794764,IT\ICCU\UBO\3858838,"Sinfonia per violino chitarra, e viola | del Sig.r Domenico Cimarosa"
850794765,IT\ICCU\VEA\1036352,Jailli (Canto para la faena agricola) | Floricio Puzadas
850794766,IT\ICCU\VEA\1036317,Deserts 3. | Trevor Pearce
850794767,IT\ICCU\LO1\1360270,"Variazioni per arpa sopra un tema dell'opera ""La straniera"" | del M. Bell ini"
850794768,IT\ICCU\VEA\1036357,"Amp, Usik al Astor | de Alberto de la Oliva Fernandez-Montesinas"
850794769,IT\ICCU\UBO\3857314,Gran Sonata per piano forte | del Sig. J. B. Cramer
850794770,IT\ICCU\VEA\1036328,"[Concerto per 2 PF. e strumenti, 1. versione in 3 tempi, 1. movimento; bb. 59-62, 2 harpe] | Bruno Maderna"
850794771,IT\ICCU\VEA\1036008,8 zongoradarab op. 3 | Kurtag Gyorgy
850794772,IT\ICCU\UBO\3859776,Romanza nel Mazeppa del M. Fabio Campana ridotta per violino ed arpa op. 29 | da F. Bertocchi
850794773,IT\ICCU\UBO\3859777,Note lugubri per violoncello ed arpa | di F. Bertocchi
850794774,IT\ICCU\LO1\1360724,I Lombardi alla prima crociata | di Carolina Belloni
850794775,IT\ICCU\UBO\3858846,Dodici sonate per due chitarre francesi. Chitarra prima [-seconda] | del Sig.r Matteo Barbi
850794776,IT\ICCU\UBO\3859294,Serenata a due violini N. [1]  | di Costantino Frattesi
850794777,IT\ICCU\UBO\3858639,Mi giubila il core. Polacca per chitarra | del sig.r maestro Camillo Aurelj
850794778,IT\ICCU\UBO\3859524,Sonata per organo N° 3 | di Costantino Frattesi
850794779,IT\ICCU\RMS\2463495,"Yessongs | Yes.- New York : Music Sales Corporation, [1973?]"
850794780,IT\ICCU\VEA\1036321,Laudate dominum | John Biggs
850794781,IT\ICCU\VEA\1036325,Itesi | Fernando Grillo
850794782,IT\ICCU\LO1\1359680,"Sarebbe a dire, che ho le mani anch'io | del Sig.r Maestro Gnecco"
850794783,IT\ICCU\LO1\1360659,Terzetto Vaga mano sospirata | Del Sig.r Maestro Pietro Guglielmi
850794784,IT\ICCU\LO1\1360743,Quintetto a cinque arpe | M° Lauro Rossi
850794785,IT\ICCU\LO1\1359687,Giardino Spirituale | del Grancino
850794786,IT\ICCU\UBO\3857373,Aria con variazioni per il Forte Piano | Del Sig.r J. B. Cramer
850794788,IT\ICCU\LO1\1359693,Libera me Domine à 6 voix| Choeur Final d'une Messe des Morts | Charles Gounod
850794789,IT\ICCU\VEA\1036259,Oscillazione for Luigi Nono | Per Johanness Hartmann
850794790,IT\ICCU\UBO\3857496,Duetti | del Sig.r D. Cimarosa
850794791,IT\ICCU\UBO\3859338,Serenata a due violini N. [2]  | di Costantino Frattesi
850794792,IT\ICCU\LO1\1359104,Esercizi per arpa | Anna Consonno
850794796,IT\ICCU\VEA\1038326,Sonata n. 3 | B. Tischenko
850794797,IT\ICCU\UBO\3868053,Pastorale per Arpa e clarino in si b | [Federico Bertocchi]
850794798,IT\ICCU\UBO\3868056,Rosmunda atto 1. | musica di Alessandro Magotti
850794799,IT\ICCU\LO1\1360751,Mandolinata | E. Paladilhe
850794800,IT\ICCU\UBO\3865357,"Sinfonia nella farsa Teresa, e Claudio | Farinelli"
850794803,IT\ICCU\VEA\1038362,Venus op. 5 | Rudolf Komorous
850794805,IT\ICCU\VEA\1038671,"Zwei saetze fuer floete, klarinette, violine und klavier | Peter Kolman"
850794806,IT\ICCU\VEA\1038632,RoaiuGFHF (strange?) | Mathias Spahlinger
850794813,IT\ICCU\VEA\1038329,Three sketches | Joan Yakkey
850794816,IT\ICCU\UBO\3868049,Sacri penati... atto 3. nell'opera Virginia di Mercadante ridotta per corno inglese e arpa | da F. Bertocchi
850794824,IT\ICCU\VEA\1039678,Two worlds | George Cacioppo
850794825,IT\ICCU\LO1\1367315,Duetto | A. Gentili
850794826,IT\ICCU\UBO\3871985,Esercizi per pianoforte per uso de' principianti co' numeri delle dita | del maestro Carlo Czerny
850794829,IT\ICCU\LO1\1367305,Duetto | A. Gentili
850794831,IT\ICCU\VEA\1039681,"Trio per flauto, chitarra e percussione | Wlodzimierz Kotonski"
850794832,IT\ICCU\VEA\1039672,Complete with heat for orchestra players and tape | Robert Ashley
850794833,IT\ICCU\LO1\1367298,Duetto | A. Gentili
850794835,IT\ICCU\VEA\1039660,Nel suono indicibile | Mauricio Sotelo
850794838,IT\ICCU\VEA\1039810,Bestiary 1.: Eingang (Rilke) | by George Cacioppo
850794839,IT\ICCU\LO1\1367309,Duetto | A. Gentili
850794841,IT\ICCU\UBO\3871818,Fughe sopra soggetti del P. M. Stanislao Mattei cominciate il marzo dell'anno 1844 | di Federico Bertocchi
850794843,IT\ICCU\LO1\1367733,Song 4.th Proud of thy beauteous prize 1792 | C. Hague
850794844,IT\ICCU\VEA\1039797,Junius Broschure | Gundaris Pone
850794845,IT\ICCU\UBO\3871638,Bassi d'accompagnam.to | composti da Luigi Palmerini Acc:o Fil:co
850794846,IT\ICCU\UBO\3871994,Solfeggi per soprano | di Nava
850794847,IT\ICCU\LO1\1367313,[Ecco il mite e sereno ciel | Alberto Gentili]
850794848,IT\ICCU\VEA\1039663,Nel suono indicibile | Mauricio Sotelo
850794850,IT\ICCU\VEA\1039664,"Blow, you wind, and bloom | Michela Mollia"
850794851,IT\ICCU\UBO\3871800,Fughe da 2 a 5 parti | di V. Bertocchi
850794852,IT\ICCU\UBO\3871724,Regole pel canto fermo | di Germano Sibaud
850794854,IT\ICCU\UBO\3871975,Principi per il violino | di Campagnoli
850794856,IT\ICCU\UBO\3871826,"Fughe a due, tre, quattro e cinque parti reali sopra temi d'autore diversi | composte da Annibale Bertocchi"
850794857,IT\ICCU\UBO\3871971,Metodo per contrabasso | Bonifazio Asioli
850794859,IT\ICCU\VEA\1039665,Hudba pro 3 | Petr Kotik
850794860,IT\ICCU\UBO\3870379,Faust opera in cinque atti. Preludio (partitura per orchestra) | di C. Gounod
850794862,IT\ICCU\UBO\3876000,24 studi per p.f. 2. grado | di Bertini
850794863,IT\ICCU\UBO\3876629,Finale primo dell'opera Lucia di G. Donizetti | riduzione per orchestra di G. Manganelli
850794864,IT\ICCU\UBO\3876635,Fantasia per fagotto con accompagnamento d'orchestra | di Gaetano Manganelli
850794865,IT\ICCU\UBO\3876638,"Che mai pensar, che dir ... duetto nell'opera Zelmira scritta nel 1822 da G. Rossini | ridotti per piccola orchestra da G. Manganelli"
850794866,IT\ICCU\UBO\3875848,2: Transunto di teorie musicali in forma grammatica parte seconda | da Vincenzo Bertocchi
850794867,IT\ICCU\UBO\3875699,Scale teoricopratiche per lo studio del canto in chiave di soprano nell'estensione di contralto | di V[incenzo] B[ertocchi] a[ccademico] f[ilarmonico]
850794868,IT\ICCU\UBO\3875819,Scale per soprano | di V[incenzo] B[ertocchi] a[ccademico] f[ilarmonico]
850794869,IT\ICCU\LO1\1370434,Fausto | del m.o Gounod
850794870,IT\ICCU\UBO\3875807,Scale per lo studio del canto in chiave di basso | V[incenzo] B[ertocchi]
850794871,IT\ICCU\UBO\3876003,N. 30 suonatine elementari | del Mo Ch Czerni [!]
850794876,IT\ICCU\UBO\3875688,"25 studi facili, e progressivi | di Bertini"
850794877,IT\ICCU\VEA\1038658,Streichtrio | Friedrich Goldmann
850794878,IT\ICCU\VEA\1038644,Komposition fur Streicher und Konzertierendes Schlagzeug | Kari Rydman
850794880,IT\ICCU\VEA\1038363,"Zwei Lieder: Schlaf und Speise, Espenbaum | Herscovici Filip"
850794881,IT\ICCU\LO1\1364710,Aspasia | del m.o Nicolini
850794882,IT\ICCU\VEA\1038436,Melody to the memory of a lost friend | Hans-Ola Ericsson
850794883,IT\ICCU\VEA\1038446,Klavierstucke 1.+2. | [Panzer Sabine Elisabeth]
850794885,IT\ICCU\VEA\1038400,Siiyla | J. Hartmann
850794886,IT\ICCU\VEA\1038670,Drei klavierstuecke | Peter Kolman
850794887,IT\ICCU\VEA\1038662,"Testamento de Pablo Neruda fur tenor, flote, klarinette in B, trompete, posaune, violine, violoncello und klavier | Juan Allende-Blin"
850794890,IT\ICCU\VEA\1038488,Nove improvvisazione | Erkki Salmenhaara
850794891,IT\ICCU\LO1\1364630,Bianca e Falliero | Rossini
850794892,IT\ICCU\VEA\1039334,Moments for harp | Todd Brief
850794893,IT\ICCU\VEA\1038349,Escenas nocturnas de Federcio Garcia Lorca | Anatol Vieru
850794894,IT\ICCU\VEA\1038383,Drei essays | von Richard Nikolaus Wentzl
850794895,IT\ICCU\VEA\1038677,Kantate | Reiner Bredemeyer
850794896,IT\ICCU\VEA\1038377,Notte di maggio fur frauenstimme und klarinette | nach dem gedicht von Giuseppe Ungaretti
850794897,IT\ICCU\VEA\1038390,Despedida | [Pedro Guajardo]
850794898,IT\ICCU\VEA\1038539,String quartet | Alexander Goehr
850794899,IT\ICCU\LO1\1364635,Il Baron di Dolsheim | del Sig.r Maestro Giovanni Pacini
850794900,IT\ICCU\LO1\1364637,Bondelmonte | Pacini
850794901,IT\ICCU\VEA\1038535,Moses und Aron | Arnold Schoenberg
850794902,IT\ICCU\VEA\1038540,"Visage 4, profils | Luc Ferrari"
850794903,IT\ICCU\LO1\1364722,Sinfonia | M.o Nicolai
850794904,IT\ICCU\LO1\1364639,I cavalieri di Valenza | Pacini
850794906,IT\ICCU\LO1\1364640,Cid | Poesia del Sig Cavaliere De Lauzieres
850794907,IT\ICCU\VEA\1038442,"Ssolo, tu | Claudio Zulian"
850794909,IT\ICCU\VEA\1038652,Introversion 1. | Helmut Lachenmann
850794910,IT\ICCU\VEA\1038414,Gran torso | Helmut Lachenmann
850794911,IT\ICCU\VEA\1038653,Introversion 2. | Helmut Lachenmann
850794912,IT\ICCU\VEA\1038430,Finnendahls Hysterie beim Betrachten einiger Takte eines Klavierwers von Schoenberg | [Orm Finnendahl]
850794913,IT\ICCU\LO1\1364726,Sinfonia | Del Sig:r M:o Weber
850794914,IT\ICCU\LO1\1364644,Il contestabile di Chester | Pacini
850794915,IT\ICCU\VEA\1038509,Concerto per due violini | Erkki Salmenhaara
850794916,IT\ICCU\VEA\1038358,La clarte vibrante... | Erkki Salmenhaara
850794918,IT\ICCU\VEA\1038372,Rhak fur Streichtrio | Man-Bang Lee
850794919,IT\ICCU\LO1\1364647,L'ebrea | Pacini
850794920,IT\ICCU\LO1\1364649,La fidanzata corsa | Pacini
850794921,IT\ICCU\VEA\1039163,Mohamed Ben Bella | Paul Dessau
850794922,IT\ICCU\VEA\1039126,Emancipation | Ito Ken
850794923,IT\ICCU\VEA\1038332,Song | J. Yakkey
850794925,IT\ICCU\VEA\1038648,Dreiklaenge | Ladislav Kupkovic
850794926,IT\ICCU\LO1\1364658,Ivanhoe | Pacini
850794927,IT\ICCU\LO1\1364661,Maria Regina d'Inghilterra | Musica del Sig:r M:ro Cavalier Pacini
850794928,IT\ICCU\VEA\1038945,Musica da camera per 8 esecutori | Szekely Endre
850794929,IT\ICCU\VEA\1038498,Composizione per quartetto d'archi | Erkki Salmenhaara
850794930,IT\ICCU\VEA\1038425,Chamber music | Andre Boucourechliev
850794931,IT\ICCU\LO1\1364645,Il corsaro | [Pacini]
850794932,IT\ICCU\LO1\1364651,La gelosia corretta | Pacini
850794933,IT\ICCU\LO1\1364655,Giovanna d'Arco | Pacini
850794934,IT\ICCU\VEA\1038625,Extension für Violine und Klavier | Mathias Spahlinger
850794936,IT\ICCU\VEA\1038342,Preludes | M. Traversa
850794937,IT\ICCU\VEA\1038674,Tri eseje pro klavir | Vostràk Zbynèk
850794938,IT\ICCU\VEA\1038521,Cinq experiences fragiles pour flute a bec (soprano et alto) | Harald Munz
850794939,IT\ICCU\VEA\1038524,Tre schizzi per orchestra | Harald Munz
850794940,IT\ICCU\LO1\1364665,I Mori nelle Gallie O sia il Trionfo della Fede | [Pacini]
850794941,IT\ICCU\LO1\1364686,Opera sera La vestale | del M:o Gio. Pacini
850794942,IT\ICCU\LO1\1364714,La casa dell'astrologo | Nicolini
850794943,IT\ICCU\LO1\1364668,Saffo | del Sig.r Cavaliere G. Pacini
850794944,IT\ICCU\LO1\1364675,La sposa fedele: opera [in due atti] | del Sig:r M:ro Gio: Pacini
850794945,IT\ICCU\VEA\1039022,Mots | Betsy Jolas
850794946,IT\ICCU\UBO\3868058,Cinto il crine...coro di donne nell'opera Guglielmo Tell di G. Rossini. Riduzione per piccola orchestra | di D.co Liverani
850794947,IT\ICCU\VEA\1038676,"Trasformationen fur Blaser, Klavier und Schlagzeug | Juan Allende-Blin"
850794948,IT\ICCU\VEA\1038396,Such shuff as dreams are made of | J. Hartmann
850794949,IT\ICCU\VEA\1038527,Dall'altra parte del tramonto per violoncello solo | Luigi Finarelli
850794950,IT\ICCU\VEA\1038630,Requiem fur Lumumba | Paul Dessau
850794951,IT\ICCU\LO1\1364679,La terza crociata in Palestina | [Pacini]
850794952,IT\ICCU\LO1\1364716,Gianni di Parigi | M. G. Donizetti
850794953,IT\ICCU\VEA\1039321,Canzone 2. fur solo klavier | Unsuk Chin
850794954,IT\ICCU\VEA\1038682,Etude 7 to Karel Lang | Petr Kotik
850794955,IT\ICCU\VEA\1038683,String quartet | Asher Ben-Yohanan
850794956,IT\ICCU\VEA\1038665,Streichtrio | Helmut Lachenmann
850794957,IT\ICCU\LO1\1364578,Il trovatore | M.o Secchi
850794958,IT\ICCU\VEA\1038517,"Pan ja Kaiku, Pan and Echo | Erkki Salmenhaara"
850794959,IT\ICCU\VEA\1038646,Regio moritura | Harald Munz
850794960,IT\ICCU\LO1\1364682,Vallace | Pacini
850794961,IT\ICCU\LO1\1364718,Il proscritto | dal Sig. Maestro Nicolaj
850794962,IT\ICCU\VEA\1038533,Moses und Aron | Arnold Schoenberg
850794963,IT\ICCU\VEA\1038618,Himne auf den beginn einer neuen geschichte der menschheit | Paul Dessau
850794964,IT\ICCU\VEA\1038528,Duo per corno di bassetto (scritto in F) e violoncello | Atli Ingolfsson
850794965,IT\ICCU\VEA\1038530,Epitaf 1. (P. Ovidius Naso) | Petr Eben
850794966,IT\ICCU\VEA\1038440,Consonante | Niccolo Castiglioni
850794968,IT\ICCU\UBO\3877023,L'arte dell'arco ossiano cinquanta variazioni per violino e sempre collo stesso basso sopra alla più bella gavotta del Corelli opera quinta | composte dal sig. Giuseppe Tartini
850794969,IT\ICCU\LO1\1371148,Ombra seguace | Parole di G. Marradi
850794970,IT\ICCU\UBO\3876911,Sonata per strumenti a fiato | di V. Bertocchi
850794971,IT\ICCU\UBO\3878994,T'amerò sempre. Melodia in chiave di solo con accomp. di piano | di A. Bertocchi
850794972,IT\ICCU\LO1\1371130,Ombra d'autunno | parole di G. Marradi
850794974,IT\ICCU\UMC\0899214,Vittoria e Risorgimento | di Riccardo Fancini
850794977,IT\ICCU\LO1\1371129,[Occhi dolci e profondi | Alberto Gentili]
850794979,IT\ICCU\LO1\1371153,Ombra seguace | Parole di G. Marradi
850794980,IT\ICCU\LO1\1371135,Ombra d'autunno | versi di G. Marradi
850794981,IT\ICCU\LO1\1371155,Romanza | [Alberto Gentili]
850794982,IT\ICCU\LO1\1371322,Mottetto Pieno | Del Sig.re Leonardo Leo
850794983,IT\ICCU\UBO\3876649,Polka in partitura per banda | di Aquilio De Fabris
850794984,IT\ICCU\LO1\1369160,Jugendzeit du bist der Fruhling | A. Gentili
850794985,IT\ICCU\UBO\3874345,Il templario melodramma del signor G.M. Marini posto in musica e dedicato a S.M. la Regina Maria Teresa di Sardegna | da Ottone Nicolai
850794987,IT\ICCU\UBO\3876646,Il 3. artiglieria marcia per banda | di A. Bertocchi
850794989,IT\ICCU\LO1\1369028,"Variazioni per arpa nel ballo ""Ellinor"" | di Taglioni"
850794990,IT\ICCU\UBO\3874490,Notturno per orchestra (op. 84) | di Fed.o Bertocchi
850794991,IT\ICCU\LO1\1369166,[Nina nana | Alberto Gentili]
850794992,IT\ICCU\LO1\1369161,[Jugendzeit du bist der Fruhling | Alberto Gentili]
850794993,IT\ICCU\UBO\3874559,Preludio atto 1. op. Ugonotti | di Meyerbeer
850794994,IT\ICCU\UBO\3874357,Preludio per orchestra op. 46 | di A. Bertocchi
850794995,IT\ICCU\UBO\3874431,Preludio del coro Il più bel serto op. 100 | di Federico Bertocchi
850794997,IT\ICCU\UBO\3874535,Sinfonia per orchestra | di Vincenzo Bertocchi
850794998,IT\ICCU\UBO\3874570,"Robert le diable op. en 5 actes, de m.m. Scribe et G. Delavigne | musique de G. Meyerbeer"
850794999,IT\ICCU\LO1\1369157,Jugendzeit du bist der Fruhling | A. Gentili
850795000,IT\ICCU\UBO\3874578,Norma. Sinfonia per orchestra | di V. Bellini
850795001,IT\ICCU\LO1\1369162,Mia patria addio | p. A. Gentili
850795002,IT\ICCU\UBO\3874910,Solfeggi-Duetti per due voci di Soprano | di Concone
850795003,IT\ICCU\LO1\1369163,Severo Torelli | [Ugo Bottachiari!
850795004,IT\ICCU\LO1\1369165,Nina nana | A. Gentili
850795005,IT\ICCU\UBO\3875019,Solfeggi per soprano | di Nava
850795006,IT\ICCU\UBO\3874986,"Scale, salti, ed altri esercizi a due soprani | del signor Maestro Sabbatini da Padova"
850795007,IT\ICCU\UBO\3874551,Cuginetta polka per concertino di strumenti a fiato | di Caral [!] Faust
